idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,pitch
0100BDH6DY,"Votorantim",SP,99.54,66.50,A,01000EPOAI,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B5YA38,"Votorantim",SP,99.51,68.00,A,0100B5RE0X,"Temos uma oferta especial para você repor seu produto favorito!"
0100B76D84,"Votorantim",SP,99.51,68.00,A,01003M2P0O,"Produto já comprado por você anteriormente."
0100BF3C3F,"Votorantim",SP,99.41,66.50,A,01003M2X92,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BI371W,"Votorantim",SP,99.40,66.50,B,01000NOX3W,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BKOT1Q,"Votorantim",SP,99.39,66.50,C,01008BEJ0M,"Temos uma oferta especial para você repor seu produto favorito!"
0100BNQSIE,"Votorantim",SP,99.23,66.50,C,01005BW49V,"Temos uma oferta especial para você repor seu produto favorito!"
0100BNI386,"Votorantim",SP,99.15,66.50,C,01008MAD0O,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C1LZAB,"Votorantim",SP,98.80,66.50,C,01000N2M1N,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C2XGVP,"Votorantim",SP,98.69,66.50,C,01000MIXGC,"Temos uma oferta especial para você repor seu produto favorito!"
0100662H9Q,"Votorantim",SP,98.66,69.50,A,01000O47BX,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C0QX0T,"Votorantim",SP,98.43,66.50,B,01000AOW0T,"Temos uma oferta especial para você repor seu produto favorito!"
0100BZYB1F,"Votorantim",SP,98.42,66.50,C,01000DHJ7O,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C1UU1T,"Votorantim",SP,98.40,66.50,C,01000NYN3V,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BYT01A,"Votorantim",SP,98.39,66.50,B,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C5UV0B,"Votorantim",SP,98.34,66.50,C,01000O2I1H,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C1YICN,"Votorantim",SP,98.29,66.50,B,01000M23WQ,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C53GGW,"Votorantim",SP,98.22,66.50,C,01000FVP1X,"Temos uma oferta especial para você repor seu produto favorito!"
0100C2H12R,"Votorantim",SP,98.19,66.50,B,01000KRYJG,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CDAW1Z,"Votorantim",SP,98.09,66.50,C,01000AYCA1,"Clientes que compram o que você leva também gostam deste item."
0100C52B8T,"Votorantim",SP,98.00,66.50,B,01000EV9K6,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CBFJ0T,"Votorantim",SP,97.98,66.50,C,01000USZ2R,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C7SAAC,"Votorantim",SP,97.92,66.50,A,0100BHMHJ2,"Temos uma oferta especial para você repor seu produto favorito!"
0100CBN475,"Votorantim",SP,97.91,66.50,C,01000NOR8E,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C5S580,"Votorantim",SP,97.85,66.50,A,0100B5RE0X,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CEC309,"Votorantim",SP,97.84,66.50,C,01000OLBAR,"Temos uma oferta especial para você repor seu produto favorito!"
0100CCEA10,"Votorantim",SP,97.81,66.50,C,01000AYE5G,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C83P1P,"Votorantim",SP,97.79,66.50,B,01000NYFFY,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CBYB68,"Votorantim",SP,97.77,66.50,C,01000L9WBF,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BKQY5F,"Votorantim",SP,97.53,68.00,B,01000I742Z,"Produto já comprado por você anteriormente."
01005XYZ7Y,"Votorantim",SP,97.45,71.00,B,01000NOX3W,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CCJGSA,"Votorantim",SP,97.41,66.50,C,01000CD901,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C9V187,"Votorantim",SP,97.33,66.50,B,01000NOX3W,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BPG47W,"Votorantim",SP,97.17,68.00,B,01000NXR1V,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CFTP84,"Votorantim",SP,96.95,66.50,B,01000L1508,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CHL46P,"Votorantim",SP,96.78,66.50,C,01000KRYJG,"Comprado frequentemente por clientes com perfil similar ao seu."
0100COLVHU,"Votorantim",SP,96.51,66.50,C,01000O2I1H,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CJXIH8,"Votorantim",SP,96.41,66.50,C,01000KJ0V5,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CKP98K,"Votorantim",SP,96.40,66.50,C,01000O0F1T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CJFH0L,"Votorantim",SP,96.32,66.50,B,01000FLBGS,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CJ61IW,"Votorantim",SP,96.30,66.50,A,010009NRB5,"Temos uma oferta especial para você repor seu produto favorito!"
0100CMO544,"Votorantim",SP,96.19,66.50,C,01000MQMFA,"Temos uma oferta especial para você repor seu produto favorito!"
0100CKQPD4,"Votorantim",SP,96.18,66.50,C,01000H579V,"Temos uma oferta especial para você repor seu produto favorito!"
0100CIFI54,"Votorantim",SP,96.13,66.50,B,01000NPF0E,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CKRZ8I,"Votorantim",SP,95.98,66.50,A,01000MN9C8,"Comprado frequentemente por clientes com perfil similar ao seu."
0100COTV06,"Votorantim",SP,95.75,66.50,C,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CI773R,"Votorantim",SP,95.74,66.50,A,01000FLBGS,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CK8B0N,"Votorantim",SP,95.65,66.50,A,01000AYE5G,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CMZ7FN,"Votorantim",SP,95.47,66.50,B,0100AXS535,"Comprado frequentemente por clientes com perfil similar ao seu."
0100C21V09,"Votorantim",SP,95.44,68.00,A,01000LB1H6,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CMRV75,"Votorantim",SP,95.23,66.50,A,0100BVGELN,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CWPBJ1,"Votorantim",SP,95.10,66.50,C,01000MOA2D,"Temos uma oferta especial para você repor seu produto favorito!"
0100CNH9HW,"Votorantim",SP,95.06,66.50,B,01000NYFFY,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CROL27,"Votorantim",SP,95.05,66.50,C,0100BVGBFW,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CZ16P0,"Votorantim",SP,95.02,66.50,C,01000AYE5G,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CPSH1K,"Votorantim",SP,94.89,66.50,B,01000KJ0V5,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B15K0W,"Votorantim",SP,94.62,68.00,B,01000KLX5P,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CXR150,"Votorantim",SP,93.85,66.50,C,01000FX51T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D5QX7T,"Votorantim",SP,93.22,66.50,C,01000KF91G,"Temos uma oferta especial para você repor seu produto favorito!"
010001VE19,"Votorantim",SP,93.03,66.50,A,01000K8JBX,"Temos uma oferta especial para você repor seu produto favorito!"
0100D0HMDU,"Votorantim",SP,93.00,66.50,B,01000LJJ4D,"Temos uma oferta especial para você repor seu produto favorito!"
0100D7YR53,"Votorantim",SP,92.92,66.50,C,01003UFKEG,"Temos uma oferta especial para você repor seu produto favorito!"
0100CVGC2S,"Votorantim",SP,92.69,68.00,B,01000MN14Z,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D232IB,"Votorantim",SP,92.34,66.50,B,0100BVG809,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BYKB31,"Votorantim",SP,92.19,68.00,A,01000AYCA1,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D6V0KB,"Votorantim",SP,92.16,66.50,C,01000AYE5G,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D6H47S,"Votorantim",SP,92.07,66.50,C,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
010006CP09,"Votorantim",SP,92.01,66.50,C,01000N2UD9,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D72UL3,"Votorantim",SP,91.86,66.50,C,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DAGNFS,"Votorantim",SP,91.84,66.50,C,01000O0Y3L,"Temos uma oferta especial para você repor seu produto favorito!"
0100DD2IMM,"Votorantim",SP,91.83,66.50,C,01000DHD72,"Temos uma oferta especial para você repor seu produto favorito!"
0100D1HF23,"Votorantim",SP,91.75,66.50,B,01000MKC8T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BCCVDM,"Votorantim",SP,91.40,68.00,C,01005TB45A,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DA1K7F,"Votorantim",SP,91.35,66.50,C,01000LD568,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D7X4CC,"Votorantim",SP,91.17,66.50,C,01000KJ0V5,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DCM6GO,"Votorantim",SP,91.16,66.50,C,01000O1A2S,"Temos uma oferta especial para você repor seu produto favorito!"
0100DBPJAD,"Votorantim",SP,91.15,66.50,C,01000NQQ1J,"Temos uma oferta especial para você repor seu produto favorito!"
0100DETA24,"Votorantim",SP,91.08,66.50,C,01000MP37G,"Temos uma oferta especial para você repor seu produto favorito!"
0100B7I8DA,"Votorantim",SP,89.95,74.00,B,01003UFKEG,"Temos uma oferta especial para você repor seu produto favorito!"
0100CXO1HL,"Votorantim",SP,89.92,68.00,B,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DIMD4E,"Votorantim",SP,89.83,66.50,C,01000L1508,"Comprado frequentemente por clientes com perfil similar ao seu."
0100D9TW13,"Votorantim",SP,89.62,66.50,B,01000MN9C8,"Comprado frequentemente por clientes com perfil similar ao seu."
0100CRH64X,"Votorantim",SP,89.28,66.50,B,0100BVGBFW,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DGOX5F,"Votorantim",SP,89.26,66.50,C,01000LQY0G,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DHW422,"Votorantim",SP,89.11,66.50,C,01000MIXGC,"Temos uma oferta especial para você repor seu produto favorito!"
0100D48554,"Votorantim",SP,89.10,68.00,A,01000FLS7T,"Temos uma oferta especial para você repor seu produto favorito!"
0100DDLDA4,"Votorantim",SP,88.58,66.50,B,01000NYFFY,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DBLP0K,"Votorantim",SP,88.07,68.00,B,01000AYCA1,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DL5B0I,"Votorantim",SP,87.48,66.50,C,0100BVG809,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DEFW28,"Votorantim",SP,87.13,66.50,A,01008MAD0O,"Comprado frequentemente por clientes com perfil similar ao seu."
0100DJBP6V,"Votorantim",SP,86.79,66.50,A,01000M8U04,"Temos uma oferta especial para você repor seu produto favorito!"
