idpessoa,uf,cidade,risk_score,confidence,abc,ltv
01008TA803,SP,"Sorocaba",98.79,69.50,A,1140.93
0100010K4Y,SP,"Sorocaba",89.06,69.50,A,1018.37
0100B5N80D,SP,"Sorocaba",93.63,69.50,A,904.46
0100029Y7S,SP,"Sorocaba",95.16,90.00,A,846.81
010007VA8S,SP,"Sorocaba",96.60,90.00,A,759.56
0100027W6C,SP,"Sorocaba",94.20,66.50,A,729.71
010008TVW9,SP,"Sorocaba",91.95,71.00,A,679.69
0100DZLX02,SP,"Sorocaba",71.40,66.50,A,678.14
010062CH0E,SP,"Sorocaba",88.88,71.00,A,665.99
010000YN14,SP,"Sorocaba",95.65,72.50,A,656.88
0100BOR8MN,SP,"Sorocaba",80.75,71.00,A,640.77
01008FI60P,SP,"Sorocaba",95.77,69.50,A,639.57
0100025S48,SP,"Sorocaba",96.84,66.50,A,616.09
0100019MTG,SP,"Sorocaba",80.51,80.00,A,613.64
01008F98M4,SP,"Sorocaba",99.61,90.00,A,602.61
0100BCK41G,SP,"Sorocaba",97.60,68.00,A,583.55
01005LJ101,SP,"Sorocaba",99.99,90.00,A,580.68
01005YQYGS,SP,"Sorocaba",99.97,90.00,A,567.78
01005HN13H,SP,"Sorocaba",99.88,90.00,A,567.48
0100632T2Q,SP,"Sorocaba",99.85,90.00,A,562.55
0100DPDV02,SP,"Sorocaba",80.94,66.50,A,550.15
0100CNJU7L,SP,"Sorocaba",82.13,68.00,A,542.36
0100E07MDC,SP,"Sorocaba",73.33,66.50,A,518.19
010002320Q,SP,"Sorocaba",73.93,69.50,A,501.46
010003QE06,SP,"Sorocaba",71.81,68.00,A,501.19
0100BI726P,SP,"Sorocaba",78.41,68.00,A,499.84
0100ANTXME,SP,"Sorocaba",99.64,90.00,A,495.10
0100050ZAF,SP,"Sorocaba",71.18,68.00,A,494.44
010002BR11,SP,"Sorocaba",99.94,90.00,A,479.92
0100BMOP0N,SP,"Sorocaba",98.59,68.00,A,478.14
010001WUAI,SP,"Sorocaba",96.11,90.00,A,473.63
0100BD6MIK,SP,"Sorocaba",99.38,68.00,A,469.50
0100CXMCHV,SP,"Sorocaba",91.98,66.50,A,448.09
0100054P3Z,SP,"Sorocaba",97.69,90.00,A,447.39
01000908AO,SP,"Sorocaba",99.52,90.00,A,446.95
0100B9E319,SP,"Sorocaba",98.95,66.50,A,436.92
0100AHRQ21,SP,"Sorocaba",75.70,68.00,A,433.19
0100AG3Y08,SP,"Sorocaba",99.90,90.00,A,431.74
0100E0YP37,SP,"Sorocaba",75.45,66.50,A,430.47
0100B7UP1W,SP,"Sorocaba",99.07,90.00,A,410.55
0100935Z9S,SP,"Sorocaba",78.17,68.00,A,409.34
0100B77T4Q,SP,"Sorocaba",99.08,90.00,A,401.61
010069RL4Z,SP,"Sorocaba",98.48,69.50,A,399.19
010001NDCG,SP,"Sorocaba",87.02,68.00,A,394.81
0100CFQU5W,SP,"Sorocaba",96.36,66.50,A,392.61
0100CO7E3B,SP,"Sorocaba",74.51,72.50,A,387.64
0100BQZJHH,SP,"Sorocaba",84.36,68.00,A,385.13
0100DRDEGW,SP,"Sorocaba",80.18,66.50,A,384.56
010002AI7B,SP,"Sorocaba",99.93,90.00,A,374.05
0100CKSF2H,SP,"Sorocaba",82.06,68.00,A,373.60
0100B8IMI8,SP,"Sorocaba",99.53,90.00,A,366.60
0100626ABZ,SP,"Sorocaba",99.98,90.00,A,362.28
0100B83W1Y,SP,"Sorocaba",89.18,68.00,A,358.75
0100B7RL08,SP,"Sorocaba",77.15,68.00,A,352.99
0100CKGB2C,SP,"Sorocaba",89.11,66.50,A,347.14
010064CM20,SP,"Sorocaba",83.72,68.00,A,344.72
0100CS8DBX,SP,"Sorocaba",71.85,68.00,A,343.99
010002B93K,SP,"Sorocaba",98.50,90.00,A,339.88
010002D003,SP,"Sorocaba",91.54,69.50,A,336.99
0100C1ZXGU,SP,"Sorocaba",97.80,66.50,A,336.96
0100DY0V9E,SP,"Sorocaba",74.78,66.50,A,329.01
0100AQUQ0D,SP,"Sorocaba",99.59,90.00,A,323.54
0100B2ZW2Z,SP,"Sorocaba",99.74,90.00,A,323.08
010093MFI7,SP,"Sorocaba",99.89,90.00,A,322.52
0100BKNF9A,SP,"Sorocaba",99.14,66.50,A,321.53
010008QX03,SP,"Sorocaba",96.97,90.00,A,318.99
0100AX9J5O,SP,"Sorocaba",99.77,90.00,A,318.21
0100CWH0KS,SP,"Sorocaba",83.50,66.50,A,316.89
0100CTA20J,SP,"Sorocaba",92.90,66.50,A,312.93
0100BPKN2H,SP,"Sorocaba",96.22,69.50,A,312.88
0100DR8KCJ,SP,"Sorocaba",79.13,66.50,A,306.96
0100BGCC19,SP,"Sorocaba",99.39,66.50,A,306.54
0100CGTC0A,SP,"Sorocaba",92.84,68.00,A,304.83
01005HDE5N,SP,"Sorocaba",100.00,90.00,A,299.62
0100CPBM30,SP,"Sorocaba",93.73,68.00,A,293.03
01008YEF03,SP,"Sorocaba",99.97,90.00,A,292.03
0100012G0K,SP,"Sorocaba",99.84,90.00,A,291.07
01008YJ1FB,SP,"Sorocaba",99.90,90.00,A,288.17
0100BETY0N,SP,"Sorocaba",98.62,66.50,A,288.02
0100DOPEBE,SP,"Sorocaba",81.80,66.50,A,287.42
0100BQQ24O,SP,"Sorocaba",96.43,68.00,A,287.18
0100D5WH8O,SP,"Sorocaba",89.56,66.50,A,286.15
0100BKCVW0,SP,"Sorocaba",99.24,66.50,A,286.08
0100638I57,SP,"Sorocaba",96.47,72.50,A,282.98
0100C2N37R,SP,"Sorocaba",82.60,68.00,A,282.54
01000204ME,SP,"Sorocaba",98.03,90.00,A,281.67
010003LU0L,SP,"Sorocaba",70.01,68.00,A,281.24
0100AM6E6E,SP,"Sorocaba",99.82,90.00,A,280.77
0100C3AL6I,SP,"Sorocaba",95.02,66.50,A,279.63
0100CEUQBA,SP,"Sorocaba",92.28,66.50,A,277.87
0100DKM475,SP,"Sorocaba",80.01,66.50,A,273.65
0100BHXIEF,SP,"Sorocaba",72.13,69.50,A,273.45
0100CGWAH0,SP,"Sorocaba",95.94,66.50,A,270.11
0100B7GC0B,SP,"Sorocaba",99.15,90.00,A,268.45
010092OUHJ,SP,"Sorocaba",99.96,90.00,A,266.44
010004JQFB,SP,"Sorocaba",99.95,90.00,A,266.26
0100BPVXP2,SP,"Sorocaba",97.30,66.50,A,262.33
010093FMC1,SP,"Sorocaba",99.83,90.00,A,261.03
0100D6FLLE,SP,"Sorocaba",90.30,66.50,A,259.98
0100CIQD17,SP,"Sorocaba",90.70,66.50,A,259.67
010000Y91X,SP,"Sorocaba",99.36,90.00,A,257.53
0100DSQ390,SP,"Sorocaba",80.66,66.50,A,255.80
01008NC9FE,SP,"Sorocaba",96.48,72.50,A,255.50
0100AXH4MM,SP,"Sorocaba",83.72,74.00,A,255.41
010002BY13,SP,"Sorocaba",75.60,68.00,A,255.36
0100COSK0D,SP,"Sorocaba",93.65,66.50,A,251.11
010000XNGA,SP,"Sorocaba",98.65,90.00,A,250.13
010001IWHX,SP,"Sorocaba",100.00,90.00,A,250.09
0100C4V16A,SP,"Sorocaba",82.71,68.00,A,249.84
0100B9V6C7,SP,"Sorocaba",98.87,66.50,A,249.68
010005BU2Q,SP,"Sorocaba",85.32,68.00,A,249.65
01006BRT1V,SP,"Sorocaba",99.33,90.00,A,247.69
01008XZM89,SP,"Sorocaba",99.94,90.00,A,246.65
010062GS0J,SP,"Sorocaba",90.72,69.50,A,246.55
0100AYDT27,SP,"Sorocaba",99.73,90.00,A,245.15
01005JS3CT,SP,"Sorocaba",100.00,90.00,A,243.80
0100BR3O6W,SP,"Sorocaba",97.25,66.50,A,242.10
010098LT6A,SP,"Sorocaba",97.15,68.00,A,241.43
0100AN817A,SP,"Sorocaba",99.67,90.00,A,239.30
0100C3URB8,SP,"Sorocaba",98.01,66.50,A,237.47
0100B6WBI0,SP,"Sorocaba",93.05,68.00,A,237.06
0100APW941,SP,"Sorocaba",99.62,90.00,A,236.87
0100COH00D,SP,"Sorocaba",94.68,66.50,A,235.60
0100B5DC01,SP,"Sorocaba",99.64,90.00,A,234.91
0100ALDOA4,SP,"Sorocaba",99.87,90.00,A,234.45
0100DWJ3EH,SP,"Sorocaba",76.07,66.50,A,231.04
0100B7T431,SP,"Sorocaba",99.63,90.00,A,230.21
0100BA88C7,SP,"Sorocaba",99.55,66.50,A,228.59
010094IF9I,SP,"Sorocaba",99.89,90.00,A,227.80
0100CK4L39,SP,"Sorocaba",89.87,66.50,A,227.04
010007N2BG,SP,"Sorocaba",99.45,90.00,A,226.69
01008CIR23,SP,"Sorocaba",99.95,90.00,A,226.23
0100BI0CPJ,SP,"Sorocaba",97.75,68.00,A,226.12
0100BXIP1W,SP,"Sorocaba",98.28,66.50,A,224.77
0100D97W1U,SP,"Sorocaba",77.97,66.50,A,224.61
0100CVPMC2,SP,"Sorocaba",85.16,66.50,A,217.45
0100B37Q86,SP,"Sorocaba",99.72,90.00,A,216.96
0100BYMI28,SP,"Sorocaba",98.44,66.50,A,215.54
010002VWAY,SP,"Sorocaba",85.85,66.50,A,215.54
010001RRMI,SP,"Sorocaba",97.02,66.50,A,215.54
0100BB5F65,SP,"Sorocaba",99.55,66.50,A,213.62
010001NNCO,SP,"Sorocaba",96.87,68.00,A,213.42
0100AFU9RA,SP,"Sorocaba",93.60,68.00,A,211.46
010001NO8J,SP,"Sorocaba",98.55,90.00,A,209.55
0100C31H4H,SP,"Sorocaba",97.73,66.50,A,209.53
0100B2UNLC,SP,"Sorocaba",99.32,90.00,A,208.92
0100B66K0S,SP,"Sorocaba",74.00,68.00,A,208.05
01003K0IL3,SP,"Sorocaba",76.74,69.50,A,207.99
010001Q805,SP,"Sorocaba",99.07,90.00,A,206.54
0100DXY37W,SP,"Sorocaba",75.90,66.50,A,204.88
01009H7D9B,SP,"Sorocaba",99.81,90.00,A,203.16
010005FAIT,SP,"Sorocaba",93.42,66.50,A,201.82
01009C4GOX,SP,"Sorocaba",99.86,90.00,A,201.81
01008HFJ97,SP,"Sorocaba",99.98,90.00,A,201.59
01009F5L8D,SP,"Sorocaba",96.38,68.00,A,198.96
0100056E5G,SP,"Sorocaba",98.12,90.00,A,198.57
01008X3X37,SP,"Sorocaba",99.97,90.00,A,197.29
0100C3SDEV,SP,"Sorocaba",79.16,68.00,A,197.29
0100B77XBD,SP,"Sorocaba",99.59,90.00,A,197.25
0100B27CIC,SP,"Sorocaba",99.40,90.00,A,197.25
010002O2JG,SP,"Sorocaba",96.43,90.00,A,196.09
0100DFY80J,SP,"Sorocaba",72.54,66.50,A,195.26
0100AN8227,SP,"Sorocaba",99.86,90.00,A,194.98
0100BIBTH3,SP,"Sorocaba",86.22,69.50,A,194.24
0100CBAHHQ,SP,"Sorocaba",93.50,66.50,A,193.08
0100CSMO4C,SP,"Sorocaba",83.24,68.00,A,192.74
010002BF3R,SP,"Sorocaba",99.02,90.00,A,191.90
0100CJAIAV,SP,"Sorocaba",91.00,66.50,A,191.34
010001374C,SP,"Sorocaba",76.41,68.00,A,190.02
0100C6Y393,SP,"Sorocaba",74.77,68.00,A,188.87
0100E6R0KY,SP,"Sorocaba",71.80,66.50,A,188.25
0100CBPT7H,SP,"Sorocaba",97.39,66.50,A,186.90
0100E4QE1U,SP,"Sorocaba",71.42,66.50,A,185.16
0100CNJZ1Q,SP,"Sorocaba",94.67,66.50,A,184.55
0100E2ZTCE,SP,"Sorocaba",73.43,66.50,A,184.07
0100C4ED4N,SP,"Sorocaba",90.40,72.50,A,183.63
0100B4DOJ6,SP,"Sorocaba",97.61,68.00,A,183.29
01008LHB11,SP,"Sorocaba",99.98,90.00,A,181.78
0100DYO5BT,SP,"Sorocaba",77.17,66.50,A,181.12
0100C4FE09,SP,"Sorocaba",98.20,66.50,A,179.94
0100662A71,SP,"Sorocaba",99.33,68.00,A,179.71
0100E9AI51,SP,"Sorocaba",70.24,66.50,A,179.61
01006W0GTB,SP,"Sorocaba",99.90,90.00,A,179.48
010006634L,SP,"Sorocaba",98.70,90.00,A,179.39
0100DUBIC6,SP,"Sorocaba",77.96,66.50,A,178.95
0100014B18,SP,"Sorocaba",92.08,66.50,A,173.51
0100BOJELF,SP,"Sorocaba",98.99,66.50,A,171.70
0100BON544,SP,"Sorocaba",75.54,69.50,A,170.72
0100CV8Y05,SP,"Sorocaba",92.58,66.50,A,170.51
010001ZYBZ,SP,"Sorocaba",75.18,66.50,A,170.04
0100CJSG6I,SP,"Sorocaba",95.45,66.50,A,169.51
01000924CN,SP,"Sorocaba",89.69,66.50,A,169.45
0100CEOU68,SP,"Sorocaba",97.08,66.50,A,169.26
0100BO2N5T,SP,"Sorocaba",99.08,66.50,A,168.40
0100BF070F,SP,"Sorocaba",99.43,66.50,A,167.96
0100BP9J0D,SP,"Sorocaba",98.91,66.50,A,167.84
0100BGTG2J,SP,"Sorocaba",98.59,66.50,A,167.73
0100BKU59L,SP,"Sorocaba",99.14,66.50,A,166.31
0100BYRQCN,SP,"Sorocaba",98.09,66.50,A,166.30
0100CUSDTD,SP,"Sorocaba",93.29,66.50,A,164.20
01008SG74G,SP,"Sorocaba",99.98,90.00,A,164.06
01005Z3O04,SP,"Sorocaba",99.83,90.00,A,162.64
0100B5NN0H,SP,"Sorocaba",99.27,90.00,A,162.13
0100BU6S01,SP,"Sorocaba",90.18,68.00,A,161.90
0100E0F99I,SP,"Sorocaba",74.80,66.50,A,160.72
0100BIB7AN,SP,"Sorocaba",97.87,68.00,A,160.32
0100DMO3AP,SP,"Sorocaba",82.65,66.50,A,160.11
0100CCLMA3,SP,"Sorocaba",96.69,66.50,A,158.76
0100AP5HLV,SP,"Sorocaba",98.57,68.00,A,158.42
0100DDXPC7,SP,"Sorocaba",88.02,66.50,A,158.05
0100BOJNNJ,SP,"Sorocaba",90.05,68.00,A,157.42
010002CW8H,SP,"Sorocaba",99.65,90.00,A,157.26
01005VBC84,SP,"Sorocaba",99.99,90.00,A,157.18
0100CNQT25,SP,"Sorocaba",82.71,68.00,A,156.90
010001XCMX,SP,"Sorocaba",75.64,68.00,A,156.75
0100DOTR4K,SP,"Sorocaba",80.57,66.50,A,155.78
010022KEPQ,SP,"Sorocaba",100.00,90.00,A,154.74
0100BFJ827,SP,"Sorocaba",99.48,66.50,A,153.97
0100B4A01U,SP,"Sorocaba",99.69,90.00,A,153.87
0100DCQPI2,SP,"Sorocaba",75.80,66.50,A,153.37
0100CZ8UAI,SP,"Sorocaba",91.35,66.50,A,153.11
0100C6ZX1P,SP,"Sorocaba",97.92,66.50,A,153.07
0100CLT73S,SP,"Sorocaba",94.36,66.50,A,153.00
010006N9L5,SP,"Sorocaba",99.90,90.00,A,152.89
0100023919,SP,"Sorocaba",97.66,68.00,A,152.51
0100DA9I06,SP,"Sorocaba",76.94,66.50,A,152.33
01008ZJMFR,SP,"Sorocaba",96.44,69.50,A,152.24
01008VM62G,SP,"Sorocaba",99.97,90.00,A,151.77
0100B6SS09,SP,"Sorocaba",99.66,90.00,A,150.39
010001J17D,SP,"Sorocaba",98.98,90.00,A,148.81
0100CRBVUK,SP,"Sorocaba",87.60,66.50,A,148.09
0100CO4O05,SP,"Sorocaba",94.89,66.50,A,147.20
0100AZ3H4F,SP,"Sorocaba",99.49,90.00,A,147.03
0100DWQ377,SP,"Sorocaba",76.15,66.50,A,146.75
0100015D23,SP,"Sorocaba",82.72,68.00,A,146.57
0100E0PUH2,SP,"Sorocaba",75.43,66.50,A,145.79
0100012KKL,SP,"Sorocaba",97.28,66.50,A,145.68
0100627VHB,SP,"Sorocaba",99.32,90.00,A,145.64
010093QKCE,SP,"Sorocaba",88.43,69.50,A,145.46
010002ZENM,SP,"Sorocaba",99.86,90.00,A,145.21
0100E1SP13,SP,"Sorocaba",75.44,66.50,A,145.15
0100B2DE0R,SP,"Sorocaba",99.71,90.00,A,143.88
0100B7GP5N,SP,"Sorocaba",99.65,90.00,A,143.70
010005OM9V,SP,"Sorocaba",99.93,90.00,A,142.62
010001KY75,SP,"Sorocaba",99.99,90.00,A,142.21
010002C91D,SP,"Sorocaba",99.99,90.00,A,141.89
0100AU5P47,SP,"Sorocaba",95.42,68.00,A,141.87
0100E3WNFO,SP,"Sorocaba",72.31,66.50,A,141.66
0100CQQT0U,SP,"Sorocaba",94.37,66.50,A,140.82
0100CG3WH5,SP,"Sorocaba",83.38,68.00,A,140.61
0100B5WH0W,SP,"Sorocaba",77.37,69.50,A,140.02
0100CKLGAO,SP,"Sorocaba",94.84,68.00,A,139.56
010004B66C,SP,"Sorocaba",99.70,90.00,A,139.29
0100C6PHC2,SP,"Sorocaba",78.31,68.00,A,139.21
0100BHWA8Z,SP,"Sorocaba",99.19,68.00,A,139.07
0100C2593B,SP,"Sorocaba",96.01,66.50,A,139.05
010002D805,SP,"Sorocaba",98.44,90.00,A,137.61
010001RTDX,SP,"Sorocaba",98.40,90.00,A,137.55
01008JJU0C,SP,"Sorocaba",99.98,90.00,A,137.45
0100DTYHAP,SP,"Sorocaba",78.95,66.50,A,137.33
0100BEWY01,SP,"Sorocaba",99.42,66.50,A,137.28
0100CZ6S2Z,SP,"Sorocaba",92.29,66.50,A,136.51
0100CAR55P,SP,"Sorocaba",93.53,71.00,A,136.13
0100BI2G9E,SP,"Sorocaba",98.50,66.50,A,134.97
0100CMK53L,SP,"Sorocaba",95.11,66.50,A,134.09
010022IMAD,SP,"Sorocaba",100.00,90.00,A,133.55
0100BTRHD8,SP,"Sorocaba",98.69,66.50,A,133.44
0100DI5Y1N,SP,"Sorocaba",86.35,66.50,A,133.12
0100CAM5IG,SP,"Sorocaba",97.56,66.50,A,133.05
0100DX9P32,SP,"Sorocaba",74.52,66.50,A,132.71
0100BTAV0E,SP,"Sorocaba",86.16,68.00,A,132.61
0100019I48,SP,"Sorocaba",88.39,66.50,A,132.03
0100BWOR0J,SP,"Sorocaba",98.53,66.50,A,131.95
0100DA3K03,SP,"Sorocaba",88.45,66.50,A,131.49
0100BCDY73,SP,"Sorocaba",99.53,66.50,A,131.33
0100DRLCGH,SP,"Sorocaba",79.26,66.50,A,130.83
01005WMLAJ,SP,"Sorocaba",99.99,90.00,A,130.53
0100BGSY6M,SP,"Sorocaba",95.93,68.00,A,130.24
0100BS9Y02,SP,"Sorocaba",98.66,66.50,A,129.24
0100BYKZEW,SP,"Sorocaba",98.09,66.50,A,128.79
010003RXEA,SP,"Sorocaba",75.26,66.50,A,128.74
0100CINY8W,SP,"Sorocaba",95.80,66.50,A,128.20
0100DJI88R,SP,"Sorocaba",85.48,66.50,A,127.96
0100642C7Q,SP,"Sorocaba",99.99,90.00,A,127.27
0100DYEG1Q,SP,"Sorocaba",75.20,66.50,A,127.15
0100D7BW0V,SP,"Sorocaba",84.22,68.00,A,126.95
0100D9DCO7,SP,"Sorocaba",88.32,66.50,A,126.84
0100AFXTR2,SP,"Sorocaba",74.25,68.00,A,126.75
0100E0ZVDG,SP,"Sorocaba",73.38,66.50,A,126.16
0100B81NE4,SP,"Sorocaba",99.19,90.00,A,125.76
0100BGBEBD,SP,"Sorocaba",99.41,66.50,A,124.51
0100B53ZG0,SP,"Sorocaba",99.25,90.00,A,124.45
0100C7U608,SP,"Sorocaba",97.61,66.50,A,124.42
0100B1H2NB,SP,"Sorocaba",99.75,90.00,A,124.28
0100CXRW55,SP,"Sorocaba",80.15,69.50,A,124.14
0100BKKIOY,SP,"Sorocaba",99.23,66.50,A,123.73
010003TDEQ,SP,"Sorocaba",98.62,90.00,A,123.62
0100C9VXEG,SP,"Sorocaba",97.58,66.50,A,123.18
